,id,address,beds,baths,area,price,zestimate,best_deal,hdpData
100,51931862,"9217 Setter Pl, Springfield, VA 22153",4,4.0,2780,"$775,000",775003,-3,"{'homeInfo': {'zpid': 51931862, 'streetAddress': '9217 Setter Pl', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.766106, 'longitude': -77.2642, 'price': 775000.0, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 2780.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 775003, 'rentZestimate': 3099, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 775000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 613290.0, 'lotAreaValue': 10809.0, 'lotAreaUnit': 'sqft'}}"
374,51965958,"7700 Middle Valley Dr, Springfield, VA 22153",5,4.0,3464,"$875,000",875003,-3,"{'homeInfo': {'zpid': 51965958, 'streetAddress': '7700 Middle Valley Dr', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.7476, 'longitude': -77.23284, 'price': 875000.0, 'bathrooms': 4.0, 'bedrooms': 5.0, 'livingArea': 3464.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 875003, 'rentZestimate': 3314, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 875000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 677790.0, 'lotAreaValue': 0.33000459136822774, 'lotAreaUnit': 'acres'}}"
353,51943447,"7109 Lamar Dr, Springfield, VA 22150",5,4.0,2236,"$569,900",569902,-2,"{'homeInfo': {'zpid': 51943447, 'streetAddress': '7109 Lamar Dr', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.763752, 'longitude': -77.18508, 'price': 569900.0, 'bathrooms': 4.0, 'bedrooms': 5.0, 'livingArea': 2236.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 569902, 'rentZestimate': 2999, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 569900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 491910.0, 'lotAreaValue': 0.5021808999081726, 'lotAreaUnit': 'acres'}}"
368,51914607,"6002 Trailside Dr, Springfield, VA 22150",4,2.0,1102,"$550,000",550002,-2,"{'homeInfo': {'zpid': 51914607, 'streetAddress': '6002 Trailside Dr', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.787605, 'longitude': -77.17501, 'price': 550000.0, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 1102.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 550002, 'rentZestimate': 2635, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 550000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 442070.0, 'lotAreaValue': 0.2911616161616162, 'lotAreaUnit': 'acres'}}"
50,51931583,"8815 Side Saddle Rd, Springfield, VA 22152",6,5.0,5100,"$895,000",895002,-2,"{'homeInfo': {'zpid': 51931583, 'streetAddress': '8815 Side Saddle Rd', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.76687, 'longitude': -77.250336, 'price': 895000.0, 'bathrooms': 5.0, 'bedrooms': 6.0, 'livingArea': 5100.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 895002, 'rentZestimate': 3999, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Thu. 12-6pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 895000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1662663600000, 'open_house_end': 1662685200000}, {'open_house_start': 1662836400000, 'open_house_end': 1662858000000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 609640.0, 'lotAreaValue': 10705.0, 'lotAreaUnit': 'sqft'}}"
49,51916751,"6408 Twin Ct, Springfield, VA 22150",4,2.0,1362,"$659,900",659902,-2,"{'homeInfo': {'zpid': 51916751, 'streetAddress': '6408 Twin Ct', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.785507, 'longitude': -77.16233, 'price': 659900.0, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 1362.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 659902, 'rentZestimate': 2600, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 659900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 535180.0, 'lotAreaValue': 0.3452020202020202, 'lotAreaUnit': 'acres'}}"
344,59789183,"7317 Hampton Manor Pl, Springfield, VA 22150",3,4.0,2937,"$679,950",679952,-2,"{'homeInfo': {'zpid': 59789183, 'streetAddress': '7317 Hampton Manor Pl', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.75936, 'longitude': -77.192795, 'price': 679950.0, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 2937.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 679952, 'rentZestimate': 2963, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 1-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 679950.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1662840000000, 'open_house_end': 1662850800000}, {'open_house_start': 1662926400000, 'open_house_end': 1662937200000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 601000.0, 'lotAreaValue': 2340.0, 'lotAreaUnit': 'sqft'}}"
95,51912286,"7035 Leewood Forest Dr, Springfield, VA 22151",3,4.0,1466,"$507,900",507902,-2,"{'homeInfo': {'zpid': 51912286, 'streetAddress': '7035 Leewood Forest Dr', 'zipcode': '22151', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.803455, 'longitude': -77.185165, 'price': 507900.0, 'datePriceChanged': 1661497200000, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 1466.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 507902, 'rentZestimate': 2684, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$2,000 (Aug 26)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 507900.0, 'priceChange': -2000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 428100.0, 'lotAreaValue': 1496.0, 'lotAreaUnit': 'sqft'}}"
375,51913027,"7406 Exmore St, Springfield, VA 22150",4,3.0,1960,"$645,998",646000,-2,"{'homeInfo': {'zpid': 51913027, 'streetAddress': '7406 Exmore St', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.782383, 'longitude': -77.198494, 'price': 645998.0, 'datePriceChanged': 1662102000000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 1960.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 646000, 'rentZestimate': 2999, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sun. 1-3pm', 'priceReduction': '$29,002 (Sep 2)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 645998.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1662926400000, 'open_house_end': 1662933600000}, {'open_house_start': 1662926400000, 'open_house_end': 1662933600000}]}, 'priceChange': -29002, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 484150.0, 'lotAreaValue': 10210.0, 'lotAreaUnit': 'sqft'}}"
92,51970625,"8423 Lazy Creek Ct, Springfield, VA 22153",2,3.0,1310,"$419,900",419902,-2,"{'homeInfo': {'zpid': 51970625, 'streetAddress': '8423 Lazy Creek Ct', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.730152, 'longitude': -77.22722, 'price': 419900.0, 'datePriceChanged': 1661497200000, 'bathrooms': 3.0, 'bedrooms': 2.0, 'livingArea': 1310.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 419902, 'rentZestimate': 2028, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$10,000 (Aug 26)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 419900.0, 'priceChange': -10000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 325070.0, 'lotAreaValue': 983.0, 'lotAreaUnit': 'sqft'}}"
342,51943519,"6903 Ruskin St, Springfield, VA 22150",4,2.0,2376,"$619,000",619002,-2,"{'homeInfo': {'zpid': 51943519, 'streetAddress': '6903 Ruskin St', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.761414, 'longitude': -77.18125, 'price': 619000.0, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 2376.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 619002, 'rentZestimate': 2900, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 619000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 467010.0, 'lotAreaValue': 10482.0, 'lotAreaUnit': 'sqft'}}"
65,51913163,"5817 Atteentee Rd, Springfield, VA 22150",4,2.0,1819,"$630,000",630002,-2,"{'homeInfo': {'zpid': 51913163, 'streetAddress': '5817 Atteentee Rd', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.791428, 'longitude': -77.19947, 'price': 630000.0, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 1819.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 630002, 'rentZestimate': 2600, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 630000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 458090.0, 'lotAreaValue': 10467.0, 'lotAreaUnit': 'sqft'}}"
352,51968721,"8482 Magic Tree Ct, Springfield, VA 22153",4,2.0,1848,"$517,000",517002,-2,"{'homeInfo': {'zpid': 51968721, 'streetAddress': '8482 Magic Tree Ct', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.7265, 'longitude': -77.23153, 'price': 517000.0, 'datePriceChanged': 1662188400000, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 1848.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 517002, 'rentZestimate': 2300, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$15,000 (Sep 3)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 517000.0, 'priceChange': -15000, 'videoCount': 1, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 462600.0, 'lotAreaValue': 6000.0, 'lotAreaUnit': 'sqft'}}"
87,2084794327,"8516 Westover Ct #769, Springfield, VA 22152",2,2.0,1400,"$400,000",400001,-1,"{'homeInfo': {'zpid': 2084794327, 'streetAddress': '8516 Westover Ct #769', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'price': 400000.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1400.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 400001, 'rentZestimate': 1849, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 400000.0, 'videoCount': 1, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 769'}}"
42,51910330,"5907 Noblestown Rd #A, Springfield, VA 22152",2,1.0,978,"$308,000",308001,-1,"{'homeInfo': {'zpid': 51910330, 'streetAddress': '5907 Noblestown Rd #A', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.791416, 'longitude': -77.22843, 'price': 308000.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 978.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 308001, 'rentZestimate': 1780, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 308000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 239930.0, 'unit': '# A'}}"
370,51967966,"7839 Roundabout Way, Springfield, VA 22153",5,4.0,3630,"$900,000",900000,0,"{'homeInfo': {'zpid': 51967966, 'streetAddress': '7839 Roundabout Way', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.748756, 'longitude': -77.22711, 'price': 900000.0, 'bathrooms': 4.0, 'bedrooms': 5.0, 'livingArea': 3630.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 900000, 'rentZestimate': 3200, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 900000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 683460.0, 'lotAreaValue': 0.27970615243342517, 'lotAreaUnit': 'acres'}}"
341,51935328,"7503 Maritime Ln, Springfield, VA 22153",5,4.0,3154,"$799,900",799900,0,"{'homeInfo': {'zpid': 51935328, 'streetAddress': '7503 Maritime Ln', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.752136, 'longitude': -77.25544, 'price': 799900.0, 'bathrooms': 4.0, 'bedrooms': 5.0, 'livingArea': 3154.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 799900, 'rentZestimate': 3099, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 799900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 676960.0, 'lotAreaValue': 0.3432736455463728, 'lotAreaUnit': 'acres'}}"
340,51913663,"6315 Hanover Ave, Springfield, VA 22150",3,2.0,1204,"$499,900",499900,0,"{'homeInfo': {'zpid': 51913663, 'streetAddress': '6315 Hanover Ave', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.779926, 'longitude': -77.19457, 'price': 499900.0, 'datePriceChanged': 1661842800000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1204.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 499900, 'rentZestimate': 2499, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$25,100 (Aug 30)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 499900.0, 'priceChange': -25100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 424310.0, 'lotAreaValue': 10024.0, 'lotAreaUnit': 'sqft'}}"
84,51934893,"8904 Spur Rd, Springfield, VA 22153",4,4.0,2852,"$850,000",850000,0,"{'homeInfo': {'zpid': 51934893, 'streetAddress': '8904 Spur Rd', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.760944, 'longitude': -77.2549, 'price': 850000.0, 'datePriceChanged': 1657695600000, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 2852.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 850000, 'rentZestimate': 3399, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$5,000 (Jul 13)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 850000.0, 'priceChange': -5000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 629030.0, 'lotAreaValue': 10585.0, 'lotAreaUnit': 'sqft'}}"
354,51972932,"7678 Northern Oaks Ct, Springfield, VA 22153",2,3.0,1374,"$420,000",420000,0,"{'homeInfo': {'zpid': 51972932, 'streetAddress': '7678 Northern Oaks Ct', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.728104, 'longitude': -77.20702, 'price': 420000.0, 'datePriceChanged': 1661929200000, 'bathrooms': 3.0, 'bedrooms': 2.0, 'livingArea': 1374.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 420000, 'rentZestimate': 2275, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$15,000 (Aug 31)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 420000.0, 'priceChange': -15000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 371790.0, 'lotAreaValue': 1200.0, 'lotAreaUnit': 'sqft'}}"
79,51941919,"7012 Ben Franklin Rd, Springfield, VA 22150",4,3.0,2178,"$750,000",750000,0,"{'homeInfo': {'zpid': 51941919, 'streetAddress': '7012 Ben Franklin Rd', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.765427, 'longitude': -77.19012, 'price': 750000.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2178.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 750000, 'rentZestimate': 3200, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 750000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 649540.0, 'lotAreaValue': 0.5624426078971534, 'lotAreaUnit': 'acres'}}"
91,51905203,"5527 Eastbourne Dr, Springfield, VA 22151",5,2.0,1500,"$727,000",727000,0,"{'homeInfo': {'zpid': 51905203, 'streetAddress': '5527 Eastbourne Dr', 'zipcode': '22151', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.799488, 'longitude': -77.24178, 'price': 727000.0, 'bathrooms': 2.0, 'bedrooms': 5.0, 'livingArea': 1500.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 727000, 'rentZestimate': 2999, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 727000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 543230.0, 'lotAreaValue': 0.2571166207529844, 'lotAreaUnit': 'acres'}}"
361,51941775,"6645 Ridgeway Dr, Springfield, VA 22150",3,2.0,1758,"$609,000",609000,0,"{'homeInfo': {'zpid': 51941775, 'streetAddress': '6645 Ridgeway Dr', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.77532, 'longitude': -77.19739, 'price': 609000.0, 'datePriceChanged': 1662015600000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1758.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 609000, 'rentZestimate': 2400, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$16,000 (Sep 1)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 609000.0, 'priceChange': -16000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 459360.0, 'lotAreaValue': 0.5926767676767677, 'lotAreaUnit': 'acres'}}"
377,51932345,"6839 Brian Michael Ct, Springfield, VA 22153",3,4.0,1408,"$523,900",523900,0,"{'homeInfo': {'zpid': 51932345, 'streetAddress': '6839 Brian Michael Ct', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.77096, 'longitude': -77.26319, 'price': 523900.0, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 1408.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 523900, 'rentZestimate': 2499, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 523900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 426640.0, 'lotAreaValue': 2475.0, 'lotAreaUnit': 'sqft'}}"
77,51966521,"7806 Cherry Orchard Ct, Springfield, VA 22153",4,4.0,1950,"$820,000",820000,0,"{'homeInfo': {'zpid': 51966521, 'streetAddress': '7806 Cherry Orchard Ct', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.745346, 'longitude': -77.24194, 'price': 820000.0, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 1950.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 820000, 'rentZestimate': 3200, 'listing_sub_type': {'is_openHouse': True, 'is_comingSoon': True}, 'openHouse': 'Sun. 2-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 820000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1662930000000, 'open_house_end': 1662937200000}]}, 'comingSoonOnMarketDate': 1662595200000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 658570.0, 'lotAreaValue': 8420.0, 'lotAreaUnit': 'sqft'}}"
82,51931485,"6704 Grey Fox Dr, Springfield, VA 22152",4,3.0,2067,"$784,900",784892,8,"{'homeInfo': {'zpid': 51931485, 'streetAddress': '6704 Grey Fox Dr', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.770603, 'longitude': -77.25112, 'price': 784900.0, 'datePriceChanged': 1660633200000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2067.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 784892, 'rentZestimate': 2999, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 784900.0, 'priceChange': 12, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 524930.0, 'lotAreaValue': 0.2555785123966942, 'lotAreaUnit': 'acres'}}"
